InventoryID,Glottocode,LanguageName,GlyphID,Source,Allophones,Phoneme,SegmentClass,nasal,PhonemeOld,base,ISO6393,name,isocodes,level,macroarea,latitude,longitude
1193,bina1277,Binandere,0065,ph,e,e,vowel,-,e,e,bhg,Binandere,bhg,language,Papunesia,-8.37433,147.884
1193,bina1277,Binandere,0065+0303,ph,ẽ,ẽ,vowel,+,ẽ,e,bhg,Binandere,bhg,language,Papunesia,-8.37433,147.884
1193,bina1277,Binandere,0069,ph,i,i,vowel,-,i,i,bhg,Binandere,bhg,language,Papunesia,-8.37433,147.884
1193,bina1277,Binandere,0069+0303,ph,ĩ,ĩ,vowel,+,ĩ,i,bhg,Binandere,bhg,language,Papunesia,-8.37433,147.884
1193,bina1277,Binandere,006F,ph,o,o,vowel,-,o,o,bhg,Binandere,bhg,language,Papunesia,-8.37433,147.884
1193,bina1277,Binandere,006F+0303,ph,õ,õ,vowel,+,õ,o,bhg,Binandere,bhg,language,Papunesia,-8.37433,147.884
1193,bina1277,Binandere,0075,ph,u,u,vowel,-,u,u,bhg,Binandere,bhg,language,Papunesia,-8.37433,147.884
1193,bina1277,Binandere,0075+0303,ph,ũ,ũ,vowel,+,ũ,u,bhg,Binandere,bhg,language,Papunesia,-8.37433,147.884
1193,bina1277,Binandere,0251,ph,ɑ,ɑ,vowel,-,ɑ,ɑ,bhg,Binandere,bhg,language,Papunesia,-8.37433,147.884
1193,bina1277,Binandere,0251+0303,ph,ɑ̃,ɑ̃,vowel,+,ɑ̃,ɑ,bhg,Binandere,bhg,language,Papunesia,-8.37433,147.884
1194,sout2840,Bobo,0061,ph,a,a,vowel,-,a,a,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,0061+02D0,ph,aː,a,vowel,-,aː,a,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,0061+0303,ph,ã,ã,vowel,+,ã,a,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,0065,ph,e,e,vowel,-,e,e,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,0065+02D0,ph,eː,e,vowel,-,eː,e,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,0069,ph,i,i,vowel,-,i,i,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,0069+02D0,ph,iː,i,vowel,-,iː,i,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,0069+0303,ph,ĩ,ĩ,vowel,+,ĩ,i,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,006F,ph,o,o,vowel,-,o,o,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,006F+02D0,ph,oː,o,vowel,-,oː,o,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,0075,ph,u,u,vowel,-,u,u,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,0075+02D0,ph,uː,u,vowel,-,uː,u,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,0075+0303,ph,ũ,ũ,vowel,+,ũ,u,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,0254,ph,ɔ,ɔ,vowel,-,ɔ,ɔ,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,0254+02D0,ph,ɔː,ɔ,vowel,-,ɔː,ɔ,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,0254+0303,ph,ɔ̃,ɔ̃,vowel,+,ɔ̃,ɔ,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,025B,ph,ɛ,ɛ,vowel,-,ɛ,ɛ,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,025B+02D0,ph,ɛː,ɛ,vowel,-,ɛː,ɛ,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1194,sout2840,Bobo,025B+0303,ph,ɛ̃,ɛ̃,vowel,+,ɛ̃,ɛ,bwq,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
1217,saki1248,Sakirabiá; Mekens,0061,ph,a,a,vowel,-,a,a,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,0061+02D0,ph,aː,a,vowel,-,aː,a,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,0061+0303,ph,ã,ã,vowel,+,ã,a,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,0061+0303+02D0,ph,ãː,ã,vowel,+,ãː,a,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,0065,ph,e,e,vowel,-,e,e,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,0065+02D0,ph,eː,e,vowel,-,eː,e,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,0065+0303,ph,ẽ,ẽ,vowel,+,ẽ,e,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,0065+0303+02D0,ph,ẽː,ẽ,vowel,+,ẽː,e,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,0069,ph,i,i,vowel,-,i,i,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,0069+02D0,ph,iː,i,vowel,-,iː,i,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,0069+0303,ph,ĩ,ĩ,vowel,+,ĩ,i,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,0069+0303+02D0,ph,ĩː,ĩ,vowel,+,ĩː,i,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,006F,ph,o,o,vowel,-,o,o,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,006F+02D0,ph,oː,o,vowel,-,oː,o,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,006F+0303,ph,õ,õ,vowel,+,õ,o,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,006F+0303+02D0,ph,õː,õ,vowel,+,õː,o,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,0268,ph,ɨ,ɨ,vowel,-,ɨ,ɨ,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,0268+02D0,ph,ɨː,ɨ,vowel,-,ɨː,ɨ,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,0268+0303,ph,ɨ̃,ɨ̃,vowel,+,ɨ̃,ɨ,skf,Mekens,skf,language,South America,-13.054,-62.0927
1217,saki1248,Sakirabiá; Mekens,0268+0303+02D0,ph,ɨ̃ː,ɨ̃,vowel,+,ɨ̃ː,ɨ,skf,Mekens,skf,language,South America,-13.054,-62.0927
1219,torw1241,Torwali,0065,ph,e ɛ,e,vowel,-,e,e,trw,Torwali,trw,language,Eurasia,35.3101,72.5316
1219,torw1241,Torwali,0065+0303,ph,ẽ ɛ̃,ẽ,vowel,+,ẽ,e,trw,Torwali,trw,language,Eurasia,35.3101,72.5316
1219,torw1241,Torwali,0069,ph,i ɪ,i,vowel,-,i,i,trw,Torwali,trw,language,Eurasia,35.3101,72.5316
1219,torw1241,Torwali,0069+0303,ph,ĩ ɪ̃,ĩ,vowel,+,ĩ,i,trw,Torwali,trw,language,Eurasia,35.3101,72.5316
1219,torw1241,Torwali,006F,ph,o,o,vowel,-,o,o,trw,Torwali,trw,language,Eurasia,35.3101,72.5316
1219,torw1241,Torwali,006F+0303,ph,õ,õ,vowel,+,õ,o,trw,Torwali,trw,language,Eurasia,35.3101,72.5316
1219,torw1241,Torwali,0075,ph,u,u,vowel,-,u,u,trw,Torwali,trw,language,Eurasia,35.3101,72.5316
1219,torw1241,Torwali,0075+0303,ph,ũ,ũ,vowel,+,ũ,u,trw,Torwali,trw,language,Eurasia,35.3101,72.5316
1219,torw1241,Torwali,00E6,ph,æ,æ,vowel,-,æ,æ,trw,Torwali,trw,language,Eurasia,35.3101,72.5316
1219,torw1241,Torwali,00E6+0303,ph,æ̃,æ̃,vowel,+,æ̃,æ,trw,Torwali,trw,language,Eurasia,35.3101,72.5316
1219,torw1241,Torwali,0251,ph,ɑ,ɑ,vowel,-,ɑ,ɑ,trw,Torwali,trw,language,Eurasia,35.3101,72.5316
1219,torw1241,Torwali,0251+0303,ph,ɑ̃,ɑ̃,vowel,+,ɑ̃,ɑ,trw,Torwali,trw,language,Eurasia,35.3101,72.5316
1219,torw1241,Torwali,0259,ph,ə,ə,vowel,-,ə,ə,trw,Torwali,trw,language,Eurasia,35.3101,72.5316
1222,colo1256,Colorado; Tsafiki,0061,ph,a ḁ,a,vowel,-,a,a,cof,Tsafiki,cof,language,South America,-0.21181,-79.2347
1222,colo1256,Colorado; Tsafiki,0061+0303,ph,ã,ã,vowel,+,ã,a,cof,Tsafiki,cof,language,South America,-0.21181,-79.2347
1222,colo1256,Colorado; Tsafiki,0065,ph,e e̥,e,vowel,-,e,e,cof,Tsafiki,cof,language,South America,-0.21181,-79.2347
1222,colo1256,Colorado; Tsafiki,0065+0303,ph,ẽ,ẽ,vowel,+,ẽ,e,cof,Tsafiki,cof,language,South America,-0.21181,-79.2347
1222,colo1256,Colorado; Tsafiki,0069,ph,i i̥,i,vowel,-,i,i,cof,Tsafiki,cof,language,South America,-0.21181,-79.2347
1222,colo1256,Colorado; Tsafiki,0069+0303,ph,ĩ,ĩ,vowel,+,ĩ,i,cof,Tsafiki,cof,language,South America,-0.21181,-79.2347
1222,colo1256,Colorado; Tsafiki,006F,ph,o o̥,o,vowel,-,o,o,cof,Tsafiki,cof,language,South America,-0.21181,-79.2347
1222,colo1256,Colorado; Tsafiki,0075,ph,u u̥,u,vowel,-,u,u,cof,Tsafiki,cof,language,South America,-0.21181,-79.2347
1222,colo1256,Colorado; Tsafiki,0075+0303,ph,ũ,ũ,vowel,+,ũ,u,cof,Tsafiki,cof,language,South America,-0.21181,-79.2347
1224,pwon1235,Pwo Karen,0061,ph,a,a,vowel,-,a,a,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1224,pwon1235,Pwo Karen,0061+0330,ph,a̰,a,vowel,-,a̰,a,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1224,pwon1235,Pwo Karen,0065,ph,e,e,vowel,-,e,e,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1224,pwon1235,Pwo Karen,0065+0330,ph,ḛ,e,vowel,-,ḛ,e,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1224,pwon1235,Pwo Karen,0069,ph,i,i,vowel,-,i,i,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1224,pwon1235,Pwo Karen,006F,ph,o,o,vowel,-,o,o,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1224,pwon1235,Pwo Karen,006F+0330,ph,o̰,o,vowel,-,o̰,o,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1224,pwon1235,Pwo Karen,0075,ph,u,u,vowel,-,u,u,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1224,pwon1235,Pwo Karen,0075+0330,ph,ṵ,u,vowel,-,ṵ,u,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1224,pwon1235,Pwo Karen,0254,ph,ɔ,ɔ,vowel,-,ɔ,ɔ,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1224,pwon1235,Pwo Karen,0254+0303,ph,ɔ̃,ɔ̃,vowel,+,ɔ̃,ɔ,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1224,pwon1235,Pwo Karen,0254+0330,ph,ɔ̰,ɔ,vowel,-,ɔ̰,ɔ,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1224,pwon1235,Pwo Karen,0259,ph,ə,ə,vowel,-,ə,ə,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1224,pwon1235,Pwo Karen,0259+0303,ph,ə̃,ə̃,vowel,+,ə̃,ə,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1224,pwon1235,Pwo Karen,0259+0330,ph,ə̰,ə,vowel,-,ə̰,ə,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1224,pwon1235,Pwo Karen,025B,ph,ɛ,ɛ,vowel,-,ɛ,ɛ,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1224,pwon1235,Pwo Karen,0268,ph,ɨ,ɨ,vowel,-,ɨ,ɨ,pww,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
1227,mewa1250,Mewati,0061,ph,a,a,vowel,-,a,a,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,0061+0303,ph,ã,ã,vowel,+,ã,a,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,0065,ph,e,e,vowel,-,e,e,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,0065+0303,ph,ẽ,ẽ,vowel,+,ẽ,e,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,0069,ph,i,i,vowel,-,i,i,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,0069+0303,ph,ĩ,ĩ,vowel,+,ĩ,i,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,006F,ph,o,o,vowel,-,o,o,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,006F+0303,ph,õ,õ,vowel,+,õ,o,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,0075,ph,u,u,vowel,-,u,u,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,0075+0303,ph,ũ,ũ,vowel,+,ũ,u,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,0254,ph,ɔ,ɔ,vowel,-,ɔ,ɔ,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,0254+0303,ph,ɔ̃,ɔ̃,vowel,+,ɔ̃,ɔ,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,0259,ph,ə,ə,vowel,-,ə,ə,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,0259+0303,ph,ə̃,ə̃,vowel,+,ə̃,ə,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,025B,ph,ɛ,ɛ,vowel,-,ɛ,ɛ,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,025B+0303,ph,ɛ̃,ɛ̃,vowel,+,ɛ̃,ɛ,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,026A,ph,ɪ,ɪ,vowel,-,ɪ,ɪ,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,026A+0303,ph,ɪ̃,ɪ̃,vowel,+,ɪ̃,ɪ,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,028A,ph,ʊ,ʊ,vowel,-,ʊ,ʊ,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1227,mewa1250,Mewati,028A+0303,ph,ʊ̃,ʊ̃,vowel,+,ʊ̃,ʊ,wtm,Mewati,wtm,language,Eurasia,27.736,76.947
1230,chic1270,Chickasaw,0061,ph,a aˑ,a,vowel,-,a,a,cic,Chickasaw,cic,language,North America,34,-88
1230,chic1270,Chickasaw,0061+02D0,ph,aː,a,vowel,-,aː,a,cic,Chickasaw,cic,language,North America,34,-88
1230,chic1270,Chickasaw,0061+0303+02D0,ph,ãː,ã,vowel,+,ãː,a,cic,Chickasaw,cic,language,North America,34,-88
1230,chic1270,Chickasaw,0069,ph,i iˑ,i,vowel,-,i,i,cic,Chickasaw,cic,language,North America,34,-88
1230,chic1270,Chickasaw,0069+02D0,ph,iː,i,vowel,-,iː,i,cic,Chickasaw,cic,language,North America,34,-88
1230,chic1270,Chickasaw,0069+0303+02D0,ph,ĩː,ĩ,vowel,+,ĩː,i,cic,Chickasaw,cic,language,North America,34,-88
1230,chic1270,Chickasaw,006F,ph,o oˑ,o,vowel,-,o,o,cic,Chickasaw,cic,language,North America,34,-88
1230,chic1270,Chickasaw,006F+02D0,ph,oː,o,vowel,-,oː,o,cic,Chickasaw,cic,language,North America,34,-88
1230,chic1270,Chickasaw,006F+0303+02D0,ph,õː,õ,vowel,+,õː,o,cic,Chickasaw,cic,language,North America,34,-88
1232,jica1244,Jicarilla Apache,0061,ph,a,a,vowel,-,a,a,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,0061+02D0,ph,aː,a,vowel,-,aː,a,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,0061+0303,ph,ã,ã,vowel,+,ã,a,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,0061+0303+02D0,ph,ãː,ã,vowel,+,ãː,a,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,0069,ph,i,i,vowel,-,i,i,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,0069+02D0,ph,iː,i,vowel,-,iː,i,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,006F,ph,o,o,vowel,-,o,o,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,006F+02D0,ph,oː,o,vowel,-,oː,o,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,006F+0303,ph,õ,õ,vowel,+,õ,o,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,006F+0303+02D0,ph,õː,õ,vowel,+,õː,o,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,0259,ph,ə,ə,vowel,-,ə,ə,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,025B,ph,ɛ,ɛ,vowel,-,ɛ,ɛ,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,025B+02D0,ph,ɛː,ɛ,vowel,-,ɛː,ɛ,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,025B+0303,ph,ɛ̃,ɛ̃,vowel,+,ɛ̃,ɛ,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,025B+0303+02D0,ph,ɛ̃ː,ɛ̃,vowel,+,ɛ̃ː,ɛ,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,026A,ph,ɪ,ɪ,vowel,-,ɪ,ɪ,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,026A+0303,ph,ɪ̃,ɪ̃,vowel,+,ɪ̃,ɪ,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,026A+0303+02D0,ph,ɪ̃ː,ɪ̃,vowel,+,ɪ̃ː,ɪ,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1232,jica1244,Jicarilla Apache,028A,ph,ʊ,ʊ,vowel,-,ʊ,ʊ,apj,Jicarilla Apache,apj,language,North America,36.8079,-107.007
1236,sanu1240,Sanuma; Sanumá,0061,ph,a ɜ,a,vowel,-,a,a,xsu,Sanumá,xsu,language,South America,4.5,-64.5
1236,sanu1240,Sanuma; Sanumá,0061+0303,ph,ã,ã,vowel,+,ã,a,xsu,Sanumá,xsu,language,South America,4.5,-64.5
1236,sanu1240,Sanuma; Sanumá,0065,ph,e,e,vowel,-,e,e,xsu,Sanumá,xsu,language,South America,4.5,-64.5
1236,sanu1240,Sanuma; Sanumá,0065+0303,ph,ẽ,ẽ,vowel,+,ẽ,e,xsu,Sanumá,xsu,language,South America,4.5,-64.5
1236,sanu1240,Sanuma; Sanumá,0069,ph,i ɪ,i,vowel,-,i,i,xsu,Sanumá,xsu,language,South America,4.5,-64.5
1236,sanu1240,Sanuma; Sanumá,0069+0303,ph,ĩ,ĩ,vowel,+,ĩ,i,xsu,Sanumá,xsu,language,South America,4.5,-64.5
1236,sanu1240,Sanuma; Sanumá,006F,ph,o u,o,vowel,-,o,o,xsu,Sanumá,xsu,language,South America,4.5,-64.5
1236,sanu1240,Sanuma; Sanumá,006F+0303,ph,õ,õ,vowel,+,õ,o,xsu,Sanumá,xsu,language,South America,4.5,-64.5
1236,sanu1240,Sanuma; Sanumá,0075,ph,u ɨ,u,vowel,-,u,u,xsu,Sanumá,xsu,language,South America,4.5,-64.5
1236,sanu1240,Sanuma; Sanumá,0075+0303,ph,ũ ɨ̃,ũ,vowel,+,ũ,u,xsu,Sanumá,xsu,language,South America,4.5,-64.5
1236,sanu1240,Sanuma; Sanumá,0259,ph,ə ɨ,ə,vowel,-,ə,ə,xsu,Sanumá,xsu,language,South America,4.5,-64.5
1236,sanu1240,Sanuma; Sanumá,0268,ph,ɨ,ɨ,vowel,-,ɨ,ɨ,xsu,Sanumá,xsu,language,South America,4.5,-64.5
1236,sanu1240,Sanuma; Sanumá,0268+0303,ph,ɨ̃,ɨ̃,vowel,+,ɨ̃,ɨ,xsu,Sanumá,xsu,language,South America,4.5,-64.5
1244,anyi1244,Agni Morofo,0061,ph,a,a,vowel,-,a,a,NA,NA,NA,NA,NA,NA,NA
1244,anyi1244,Agni Morofo,0061+0303,ph,ã,ã,vowel,+,ã,a,NA,NA,NA,NA,NA,NA,NA
1244,anyi1244,Agni Morofo,0065,ph,e,e,vowel,-,e,e,NA,NA,NA,NA,NA,NA,NA
1244,anyi1244,Agni Morofo,0069,ph,i,i,vowel,-,i,i,NA,NA,NA,NA,NA,NA,NA
1244,anyi1244,Agni Morofo,0069+0303,ph,ĩ,ĩ,vowel,+,ĩ,i,NA,NA,NA,NA,NA,NA,NA
1244,anyi1244,Agni Morofo,006F,ph,o,o,vowel,-,o,o,NA,NA,NA,NA,NA,NA,NA
1244,anyi1244,Agni Morofo,0075,ph,u,u,vowel,-,u,u,NA,NA,NA,NA,NA,NA,NA
1244,anyi1244,Agni Morofo,0075+0303,ph,ũ,ũ,vowel,+,ũ,u,NA,NA,NA,NA,NA,NA,NA
1244,anyi1244,Agni Morofo,0254,ph,ɔ,ɔ,vowel,-,ɔ,ɔ,NA,NA,NA,NA,NA,NA,NA
1244,anyi1244,Agni Morofo,025B,ph,ɛ,ɛ,vowel,-,ɛ,ɛ,NA,NA,NA,NA,NA,NA,NA
1244,anyi1244,Agni Morofo,026A,ph,ɪ,ɪ,vowel,-,ɪ,ɪ,NA,NA,NA,NA,NA,NA,NA
1244,anyi1244,Agni Morofo,026A+0303,ph,ɪ̃,ɪ̃,vowel,+,ɪ̃,ɪ,NA,NA,NA,NA,NA,NA,NA
1244,anyi1244,Agni Morofo,028A,ph,ʊ,ʊ,vowel,-,ʊ,ʊ,NA,NA,NA,NA,NA,NA,NA
1244,anyi1244,Agni Morofo,028A+0303,ph,ʊ̃,ʊ̃,vowel,+,ʊ̃,ʊ,NA,NA,NA,NA,NA,NA,NA
1246,anuf1239,anufɔ,0061,ph,a,a,vowel,-,a,a,NA,NA,NA,NA,NA,NA,NA
1246,anuf1239,anufɔ,0061+0303,ph,ã,ã,vowel,+,ã,a,NA,NA,NA,NA,NA,NA,NA
1246,anuf1239,anufɔ,0065,ph,e,e,vowel,-,e,e,NA,NA,NA,NA,NA,NA,NA
1246,anuf1239,anufɔ,0069,ph,i,i,vowel,-,i,i,NA,NA,NA,NA,NA,NA,NA
1246,anuf1239,anufɔ,0069+0303,ph,ĩ,ĩ,vowel,+,ĩ,i,NA,NA,NA,NA,NA,NA,NA
1246,anuf1239,anufɔ,006F,ph,o,o,vowel,-,o,o,NA,NA,NA,NA,NA,NA,NA
1246,anuf1239,anufɔ,0075,ph,u,u,vowel,-,u,u,NA,NA,NA,NA,NA,NA,NA
1246,anuf1239,anufɔ,0075+0303,ph,ũ,ũ,vowel,+,ũ,u,NA,NA,NA,NA,NA,NA,NA
1246,anuf1239,anufɔ,0254,ph,ɔ,ɔ,vowel,-,ɔ,ɔ,NA,NA,NA,NA,NA,NA,NA
1246,anuf1239,anufɔ,0254+0303,ph,ɔ̃,ɔ̃,vowel,+,ɔ̃,ɔ,NA,NA,NA,NA,NA,NA,NA
1246,anuf1239,anufɔ,025B,ph,ɛ,ɛ,vowel,-,ɛ,ɛ,NA,NA,NA,NA,NA,NA,NA
1246,anuf1239,anufɔ,025B+0303,ph,ɛ̃,ɛ̃,vowel,+,ɛ̃,ɛ,NA,NA,NA,NA,NA,NA,NA
1252,busa1253,busa,0061,ph,a,a,vowel,-,a,a,NA,NA,NA,NA,NA,NA,NA
1252,busa1253,busa,0061+0303,ph,ã,ã,vowel,+,ã,a,NA,NA,NA,NA,NA,NA,NA
1252,busa1253,busa,0065,ph,e,e,vowel,-,e,e,NA,NA,NA,NA,NA,NA,NA
1252,busa1253,busa,0069,ph,i,i,vowel,-,i,i,NA,NA,NA,NA,NA,NA,NA
1252,busa1253,busa,0069+0303,ph,ĩ,ĩ,vowel,+,ĩ,i,NA,NA,NA,NA,NA,NA,NA
1252,busa1253,busa,006F,ph,o,o,vowel,-,o,o,NA,NA,NA,NA,NA,NA,NA
1252,busa1253,busa,0075,ph,u,u,vowel,-,u,u,NA,NA,NA,NA,NA,NA,NA
1252,busa1253,busa,0075+0303,ph,ũ,ũ,vowel,+,ũ,u,NA,NA,NA,NA,NA,NA,NA
1252,busa1253,busa,0254,ph,ɔ,ɔ,vowel,-,ɔ,ɔ,NA,NA,NA,NA,NA,NA,NA
1252,busa1253,busa,0254+0303,ph,ɔ̃,ɔ̃,vowel,+,ɔ̃,ɔ,NA,NA,NA,NA,NA,NA,NA
1252,busa1253,busa,025B,ph,ɛ,ɛ,vowel,-,ɛ,ɛ,NA,NA,NA,NA,NA,NA,NA
1252,busa1253,busa,025B+0303,ph,ɛ̃,ɛ̃,vowel,+,ɛ̃,ɛ,NA,NA,NA,NA,NA,NA,NA
1260,limb1268,limbum (southern),0061,ph,a,a,vowel,-,a,a,NA,NA,NA,NA,NA,NA,NA
1260,limb1268,limbum (southern),0061+02D0,ph,aː,a,vowel,-,aː,a,NA,NA,NA,NA,NA,NA,NA
1260,limb1268,limbum (southern),0069,ph,i,i,vowel,-,i,i,NA,NA,NA,NA,NA,NA,NA
1260,limb1268,limbum (southern),0069+02D0,ph,iː,i,vowel,-,iː,i,NA,NA,NA,NA,NA,NA,NA
